211.3375,29
151.5500,0.9167
151.5500,2
151.5500,30
151.5500,25
26.5500,48
77.9583,63
0.0000,39
51.4792,53
49.5042,71
227.5250,47
227.5250,18
69.3000,24
78.8500,26
30.0000,80
25.9250,0
247.5208,24
247.5208,50
76.2917,32
75.2417,36
52.5542,37
52.5542,47
30.0000,26
227.5250,42
221.7792,29
26.0000,25
91.0792,25
91.0792,19
135.6333,35
26.5500,28
35.5000,45
31.0000,40
164.8667,30
26.5500,58
26.5500,42
262.3750,45
55.0000,22
26.5500,0
30.5000,41
50.4958,48
39.6000,0
27.7208,44
51.4792,59
76.2917,60
134.5000,41
26.5500,45
31.0000,0
26.2875,42
27.4458,53
512.3292,36
512.3292,58
5.0000,33
47.1000,28
47.1000,17
120.0000,11
120.0000,14
120.0000,36
120.0000,36
26.0000,49
27.7208,0
78.8500,36
78.8500,76
61.1750,46
61.1750,47
53.1000,27
53.1000,33
262.3750,36
86.5000,30
29.7000,45
55.0000,0
0.0000,0
136.7792,27
136.7792,26
151.5500,22
52.0000,0
25.5875,47
83.1583,39
83.1583,37
83.1583,64
25.7000,55
26.5500,0
71.0000,70
71.0000,36
26.5500,64
71.2833,39
71.2833,38
26.5500,51
30.5000,27
151.5500,33
52.0000,31
52.0000,27
57.0000,31
57.0000,17
81.8583,53
81.8583,4
81.8583,54
106.4250,50
247.5208,27
106.4250,48
39.6000,48
56.9292,49
29.7000,39
83.1583,23
227.5250,38
78.2667,54
31.6792,36
221.7792,0
31.6833,0
110.8833,0
26.3875,36
27.7500,30
263.0000,24
263.0000,28
263.0000,23
263.0000,19
263.0000,64
263.0000,60
56.9292,30
26.5500,0
133.6500,50
27.7208,43
133.6500,0
49.5000,22
79.2000,60
79.2000,48
0.0000,0
53.1000,37
53.1000,35
38.5000,47
211.5000,35
59.4000,22
59.4000,45
79.2000,24
89.1042,49
89.1042,0
34.6542,71
28.5000,53
30.0000,19
153.4625,38
153.4625,58
63.3583,23
63.3583,45
79.2000,46
55.4417,25
55.4417,25
76.7292,48
76.7292,49
42.4000,0
83.4750,45
83.4750,35
0.0000,40
76.7292,27
30.0000,0
83.1583,24
93.5000,55
93.5000,52
42.5000,42
51.8625,0
50.0000,55
57.9792,16
57.9792,44
77.9583,51
52.0000,42
52.0000,35
26.5500,35
90.0000,38
30.6958,0
90.0000,35
80.0000,38
28.7125,50
0.0000,49
26.0000,46
26.0000,50
211.5000,32.5
29.7000,58
51.8625,41
51.8625,0
52.5542,42
52.5542,45
26.5500,0
211.3375,39
25.9292,49
106.4250,30
512.3292,35
27.7208,0
26.5500,42
27.7208,55
39.4000,16
39.4000,51
30.0000,29
77.9583,21
45.5000,30
146.5208,58
211.3375,15
26.0000,30
86.5000,16
29.7000,0
53.1000,19
53.1000,18
49.5042,24
75.2417,46
51.8625,54
26.2875,36
82.1708,28
82.1708,0
26.5500,65
90.0000,44
90.0000,33
90.0000,37
57.7500,30
30.5000,55
42.4000,47
29.7000,37
113.2750,31
113.2750,23
113.2750,58
26.2833,19
26.0000,64
108.9000,39
25.7417,0
61.9792,22
61.9792,65
27.7208,28.5
0.0000,0
28.5000,45.5
93.5000,23
66.6000,29
66.6000,22
108.9000,18
108.9000,17
93.5000,30
30.5000,52
52.0000,47
83.1583,56
0.0000,38
39.6000,0
135.6333,22
227.5250,0
211.3375,43
50.4958,31
26.5500,45
50.0000,0
27.7208,33
79.2000,46
40.1250,36
86.5000,33
59.4000,55
59.4000,54
26.5500,33
262.3750,13
262.3750,18
262.3750,21
262.3750,61
262.3750,48
30.5000,0
69.3000,24
26.0000,0
57.7500,35
31.0000,30
26.5500,34
153.4625,40
26.2875,35
55.9000,50
55.9000,39
35.5000,56
35.5000,28
26.5500,56
30.6958,56
60.0000,24
26.0000,0
60.0000,18
82.2667,24
82.2667,23
134.5000,6
134.5000,45
134.5000,40
146.5208,57
146.5208,0
30.5000,32
26.5500,62
55.4417,54
55.4417,43
78.2667,52
27.7208,0
80.0000,62
221.7792,67
221.7792,63
32.3208,61
25.9292,48
79.6500,18
79.6500,52
79.6500,39
52.0000,48
52.0000,0
110.8833,49
110.8833,17
110.8833,39
79.2000,0
28.5375,31
27.7208,40
33.5000,61
34.0208,47
512.3292,35
75.2500,64
75.2500,60
26.5500,60
77.2875,54
77.2875,21
135.6333,55
164.8667,31
164.8667,57
164.8667,45
211.5000,50
211.5000,27
211.5000,50
26.5500,21
61.3792,51
61.3792,21
35.0000,0
134.5000,31
35.5000,0
26.5500,62
135.6333,36
24.0000,30
24.0000,28
13.0000,30
11.5000,18
10.5000,25
26.0000,34
26.0000,36
13.0000,57
11.5000,18
10.5000,23
13.0000,36
10.5000,28
12.5250,51
26.0000,32
26.0000,19
26.0000,28
39.0000,1
39.0000,4
39.0000,12
39.0000,36
13.0000,34
13.0000,19
13.0000,23
13.0000,26
13.0000,42
13.0000,27
13.0000,24
39.0000,15
39.0000,60
39.0000,40
26.0000,20
26.0000,25
13.0000,36
13.0000,25
13.0000,42
13.0000,42
29.0000,0.8333
29.0000,26
29.0000,22
21.0000,35
0.0000,0
13.0000,19
26.0000,44
26.0000,54
13.5000,52
26.0000,37
26.0000,29
30.0000,25
30.0000,45
26.0000,29
26.0000,28
10.5000,29
13.0000,28
10.5000,24
26.2500,8
26.2500,31
26.2500,31
10.5000,22
13.0000,30
21.0000,0
11.5000,21
0.0000,0
36.7500,8
73.5000,18
36.7500,48
13.0000,28
13.0000,32
73.5000,17
27.7208,29
27.7208,24
31.5000,25
73.5000,18
23.0000,18
23.0000,34
26.0000,54
32.5000,8
32.5000,42
32.5000,34
13.8583,27
13.8583,30
13.0000,23
13.0000,21
13.0000,18
26.0000,40
26.0000,29
10.5000,18
13.0000,36
0.0000,0
13.0000,38
26.0000,35
21.0000,38
21.0000,34
13.0000,34
26.0000,16
10.5000,26
10.5000,47
11.5000,21
11.5000,21
13.5000,24
13.0000,24
13.0000,34
13.0000,30
13.0000,52
13.0000,30
14.5000,0.6667
14.5000,24
13.0000,44
33.0000,6
33.0000,28
10.5000,62
10.5000,30
26.2500,7
26.2500,43
26.2500,45
65.0000,24
65.0000,24
65.0000,49
65.0000,48
16.0000,55
73.5000,24
73.5000,32
73.5000,21
13.0000,18
23.0000,20
11.5000,23
13.0000,36
23.0000,54
13.0000,50
26.0000,44
26.0000,29
73.5000,21
13.0000,42
26.0000,63
26.0000,60
12.2750,33
10.5000,17
27.0000,42
27.0000,24
15.0000,47
31.5000,24
31.5000,22
10.5000,32
13.7917,23
26.0000,34
26.0000,24
21.0000,22
12.3500,0
12.3500,35
13.5000,45
12.3500,57
0.0000,0
10.5000,31
26.0000,26
26.0000,30
10.7083,0
41.5792,1
41.5792,3
41.5792,25
41.5792,22
12.0000,17
33.0000,0
10.5000,34
12.8750,36
10.5000,24
12.3500,61
26.0000,50
26.0000,42
10.5000,57
15.0458,0
37.0042,1
37.0042,31
37.0042,24
15.5792,0
13.0000,30
16.0000,40
13.5000,32
13.0000,30
26.0000,46
19.5000,13
19.5000,41
10.5000,19
13.0000,39
13.0000,48
10.5000,70
13.0000,27
14.0000,54
26.0000,39
10.5000,16
9.6875,62
30.0708,32.5
30.0708,14
26.0000,2
26.0000,3
26.0000,36.5
13.0000,26
36.7500,19
13.5000,28
13.8625,20
10.5000,29
13.0000,39
10.5000,22
13.8625,0
10.5000,23
13.8583,29
10.5000,28
0.0000,0
26.0000,50
10.5000,19
15.0500,0
13.0000,41
21.0000,21
26.0000,19
21.0000,43
13.0000,32
13.0000,34
12.7375,30
15.0333,27
26.0000,2
26.0000,8
26.0000,33
10.5000,36
21.0000,34
21.0000,30
13.0000,28
15.0458,23
18.7500,0.8333
18.7500,3
18.7500,24
10.5000,50
10.5000,19
10.5000,21
13.0000,26
13.0000,25
26.0000,27
26.0000,25
13.0000,18
36.7500,20
13.0000,30
13.5000,59
12.3500,30
10.5000,35
13.0000,40
13.0000,25
15.0458,41
10.5000,25
13.0000,18.5
65.0000,14
10.5000,50
13.0000,23
12.6500,28
10.5000,27
21.0000,29
21.0000,27
13.0000,40
21.0000,31
21.0000,30
10.5000,23
21.0000,31
0.0000,0
15.7500,12
15.7500,40
13.0000,32.5
26.0000,27
26.0000,29
23.0000,2
23.0000,4
23.0000,29
27.7500,0.9167
27.7500,5
27.7500,36
27.7500,33
10.5000,66
12.8750,0
13.0000,31
13.0000,0
13.5000,26
13.0000,24
7.5500,42
20.2500,13
20.2500,16
20.2500,35
7.6500,16
7.6500,25
7.9250,20
7.2292,18
7.2500,30
8.0500,26
9.4750,40
9.3500,0.8333
9.3500,18
18.7875,26
7.8875,26
7.9250,20
7.0500,24
7.0500,25
8.0500,35
8.3000,18
22.5250,32
7.8542,19
31.2750,4
31.2750,6
31.2750,2
7.9250,17
7.7750,38
31.2750,9
31.2750,11
31.2750,39
7.7958,27
7.7750,26
31.2750,39
7.8542,20
7.8958,26
17.8000,25
17.8000,18
7.7750,24
7.0500,35
31.3875,5
31.3875,9
31.3875,3
31.3875,13
31.3875,5
31.3875,40
7.7958,23
31.3875,38
7.2250,45
7.2250,21
7.0500,23
14.4583,17
7.2250,30
7.8542,23
7.2292,13
7.2250,20
15.8500,32
15.8500,33
19.2583,0.75
19.2583,0.75
19.2583,5
19.2583,24
8.0500,18
7.2250,40
7.8958,26
7.2292,20
14.4542,18
14.4542,45
7.8792,27
8.0500,22
8.0500,19
7.7750,26
9.3500,22
7.2292,0
4.0125,20
56.4958,32
7.7750,21
7.7500,18
7.8958,26
15.2458,6
15.2458,9
7.2250,0
15.2458,0
7.7500,0
15.5000,40
15.5000,32
16.1000,21
7.7250,22
7.8542,20
7.0458,29
7.2500,22
7.7958,22
8.0500,35
7.2833,18.5
7.8208,21
6.7500,19
7.8792,18
8.6625,21
8.6625,30
8.6625,18
8.6625,38
8.6625,17
8.6625,17
7.7500,21
7.7500,21
8.0500,21
14.4583,0
14.4583,0
7.7958,28
7.8542,24
7.7500,16
7.7500,37
7.2500,28
8.0500,24
7.7333,21
56.4958,32
8.0500,29
14.4542,26
14.4542,18
7.0500,20
8.0500,18
7.2500,24
7.4958,36
7.4958,24
7.7333,31
7.7500,31
7.7500,22
7.6292,30
7.7500,70.5
8.0500,43
7.8958,35
7.8958,27
7.8958,19
8.0500,30
15.9000,9
15.9000,3
15.9000,36
7.2500,59
8.1583,19
16.1000,17
16.1000,44
8.6625,17
7.2250,22.5
8.0500,45
10.5167,22
10.1708,19
6.9500,30
7.7500,29
14.4000,0.3333
14.4000,34
14.4000,28
7.8958,27
7.8958,25
24.1500,24
8.0500,22
24.1500,21
8.0500,17
16.1000,0
16.1000,0
17.4000,36.5
17.4000,36
9.5000,30
9.5000,16
20.5750,1
20.5750,0.1667
20.5750,26
20.5750,33
7.8958,25
7.8958,0
7.8958,0
7.2500,22
7.2500,36
7.8792,19
7.8958,17
8.6625,42
7.8958,43
7.2292,0
7.7500,32
8.0500,19
12.4750,30
7.7500,24
8.0500,23
7.8958,33
7.7500,65
7.5500,24
13.9000,23
13.9000,22
7.7750,18
7.7750,16
6.9750,45
7.2250,0
7.2292,39
7.2292,17
7.2292,15
7.2500,47
12.4750,5
7.2250,0
15.1000,40.5
7.7500,40.5
7.0500,0
7.7958,18
7.7500,0
7.7500,0
6.9500,0
7.8792,26
7.7500,0
56.4958,0
34.3750,21
34.3750,9
8.0500,0
34.3750,18
34.3750,16
34.3750,48
7.7500,0
7.2500,0
7.7417,25
14.5000,0
7.8958,0
8.0500,22
7.7333,16
7.7500,0
20.5250,9
20.5250,33
7.8500,41
20.5250,31
7.0500,38
46.9000,9
46.9000,1
46.9000,11
46.9000,10
46.9000,16
46.9000,14
46.9000,40
46.9000,43
8.0500,51
8.3625,32
8.0500,0
9.8458,20
7.9250,37
7.9250,28
7.7750,19
8.8500,24
7.7333,17
19.9667,0
19.9667,0
15.8500,28
15.8500,24
9.5000,20
7.2292,23.5
14.1083,41
7.8542,26
7.8542,21
14.1083,45
7.5500,0
7.2500,25
6.8583,0
18.7875,11
7.7500,0
6.9750,27
56.4958,0
6.7500,18
7.9250,26
7.9250,23
8.9625,22
7.8958,28
7.7750,28
7.7500,0
12.2875,2
12.2875,22
6.4500,43
22.5250,28
7.9250,27
7.7500,0
8.0500,0
7.6500,42
7.8875,0
7.2292,30
7.8958,0
7.9250,27
7.9250,25
7.8958,0
7.8958,29
7.7958,21
7.0500,0
7.8542,20
7.8542,48
7.0542,17
7.7500,0
8.1125,0
6.4958,34
7.7750,26
7.7958,22
8.6542,33
7.7750,31
7.8542,29
11.1333,4
11.1333,1
0.0000,49
7.7750,33
0.0000,19
11.1333,27
23.4500,0
23.4500,0
23.4500,0
23.4500,0
7.8958,23
7.8542,32
7.8542,27
9.8250,20
9.8250,21
7.9250,32
7.1250,17
8.4333,21
7.8958,30
7.7958,21
7.8542,33
7.5208,22
13.4167,4
13.4167,39
7.2292,0
7.2292,18.5
7.7500,0
7.2500,0
7.7500,0
7.7500,0
7.8292,34.5
8.0500,44
7.7500,0
14.4542,0
14.4542,0
7.7500,0
7.7500,0
7.7375,0
8.6625,22
8.6625,26
22.0250,4
22.0250,29
22.0250,26
12.1833,1
7.8542,18
12.1833,36
7.8958,0
7.2292,25
7.2250,0
9.5875,37
7.8958,0
56.4958,0
56.4958,0
7.2500,22
7.7500,0
56.4958,26
9.4833,29
7.7750,29
7.7750,22
7.2250,22
25.4667,0
25.4667,0
25.4667,0
25.4667,0
25.4667,0
7.9250,32
6.4375,34.5
15.5000,0
15.5000,0
0.0000,36
24.1500,39
9.5000,24
7.7750,25
7.7500,45
15.5500,36
15.5500,30
7.9250,20
7.8792,0
56.4958,28
7.5500,0
16.1000,30
16.1000,26
7.8792,0
7.2500,20.5
8.6625,27
7.0542,51
7.8542,23
7.5792,32
7.8958,0
7.5500,0
7.7500,0
7.1417,24
7.1250,22
7.8792,0
7.7500,0
8.0500,0
7.9250,29
7.2292,0
7.7500,30.5
7.7375,0
7.2292,0
7.8958,35
7.8958,33
7.2250,0
7.8958,0
7.7500,0
7.7500,0
23.2500,0
23.2500,0
23.2500,0
7.7875,0
15.5000,0
7.8792,0
8.0292,15
7.7500,35
7.7500,0
16.1000,24
16.1000,19
7.7500,0
8.0500,0
8.0500,0
8.0500,55.5
7.7500,0
7.7750,21
8.0500,0
7.8958,24
7.8958,21
7.8958,28
7.8958,0
7.8792,0
7.6500,25
12.4750,6
12.4750,27
8.0500,0
24.1500,0
24.1500,0
8.4583,0
8.0500,34
7.7500,0
7.7750,0
15.2458,0
15.2458,0
15.2458,0
7.2292,0
8.0500,0
7.7333,0
7.7500,24
8.0500,0
15.5000,0
15.5000,0
15.5000,0
7.7500,18
7.8958,22
7.2250,15
15.7417,1
15.7417,20
15.7417,19
